Date,Transaction Description,Category,Amount,Type
2020-05-14,Online Shop,Shopping,65.81,Expense
2024-05-30,Cinema,Entertainment,43.61,Expense
2020-02-02,KFC,Food & Drink,44.87,Expense
2021-10-18,Netflix,Entertainment,20.06,Expense
2023-11-02,Electricity Bill,Utilities,45.21,Expense
2021-03-08,Netflix,Entertainment,18.87,Expense
2022-07-27,Online Shop,Shopping,37.96,Expense
2021-03-10,Clothes,Shopping,41.39,Expense
2022-07-06,Clothes,Shopping,14.86,Expense
2020-08-27,Internet,Utilities,77.63,Expense
2020-07-30,KFC,Food & Drink,67.78,Expense
2020-12-09,Internet,Utilities,8.87,Expense
2021-11-09,Netflix,Entertainment,56.45,Expense
2023-08-10,Cinema,Entertainment,56.15,Expense
2021-08-29,Online Shop,Shopping,116.97,Expense
2023-12-09,Netflix,Entertainment,55.35,Expense
2023-05-06,Netflix,Entertainment,120.12,Expense
2022-08-04,KFC,Food & Drink,47.54,Expense
2020-03-13,Cinema,Entertainment,28.26,Expense
2020-03-31,McDonalds,Food & Drink,32.46,Expense
2022-02-06,Netflix,Entertainment,46.22,Expense
2024-12-20,Netflix,Entertainment,20.35,Expense
2023-09-13,KFC,Food & Drink,55.49,Expense
2022-01-02,Netflix,Entertainment,113.65,Expense
2023-02-16,Clothes,Shopping,77.1,Expense
2020-01-18,Electricity Bill,Utilities,63.51,Expense
2020-03-06,Netflix,Entertainment,32.99,Expense
2024-03-09,Electricity Bill,Utilities,49.74,Expense
2024-01-16,Electricity Bill,Utilities,77.25,Expense
2022-05-05,McDonalds,Food & Drink,37.67,Expense
2023-10-06,Cinema,Entertainment,67.24,Expense
2022-04-23,Cinema,Entertainment,98.61,Expense
2023-12-07,Cinema,Entertainment,10.02,Expense
2023-06-26,Cinema,Entertainment,74.95,Expense
2021-12-14,KFC,Food & Drink,48.58,Expense
2020-08-28,Online Shop,Shopping,71.1,Expense
2021-12-13,McDonalds,Food & Drink,28.84,Expense
2020-04-26,Netflix,Entertainment,35.8,Expense
2020-08-15,Starbucks,Food & Drink,39.71,Expense
2023-06-03,Starbucks,Food & Drink,107.68,Expense
2020-03-18,Online Shop,Shopping,57.5,Expense
2023-02-21,Cinema,Entertainment,28.48,Expense
2023-07-03,KFC,Food & Drink,29.57,Expense
2023-07-25,Electricity Bill,Utilities,39.08,Expense
2024-08-16,McDonalds,Food & Drink,24.86,Expense
2024-12-26,McDonalds,Food & Drink,31.67,Expense
2024-12-06,Cinema,Entertainment,36.6,Expense
2021-11-18,Online Shop,Shopping,18.63,Expense
2024-08-18,Electricity Bill,Utilities,120.89,Expense
2020-05-05,Clothes,Shopping,65.59,Expense
2022-05-24,Internet,Utilities,9.64,Expense
2022-03-12,Starbucks,Food & Drink,74.35,Expense
2024-12-23,Clothes,Shopping,19.51,Expense
2022-04-03,Cinema,Entertainment,71.4,Expense
2021-10-21,Internet,Utilities,39.21,Expense
2023-01-20,Netflix,Entertainment,52.57,Expense
2021-04-18,Online Shop,Shopping,50.06,Expense
2020-03-07,Internet,Utilities,52.6,Expense
2022-01-26,Clothes,Shopping,40.19,Expense
2021-01-08,KFC,Food & Drink,64.32,Expense
2024-02-24,Starbucks,Food & Drink,25.48,Expense
2022-07-06,Online Shop,Shopping,72.94,Expense
2021-10-29,Cinema,Entertainment,10.98,Expense
2021-08-13,Clothes,Shopping,78.9,Expense
2022-01-12,Cinema,Entertainment,76.04,Expense
2024-07-03,Electricity Bill,Utilities,17.51,Expense
2024-03-25,Netflix,Entertainment,70.17,Expense
2024-04-17,McDonalds,Food & Drink,26.55,Expense
2021-12-13,Internet,Utilities,12.75,Expense
2020-10-13,Netflix,Entertainment,45.8,Expense
2023-05-27,Online Shop,Shopping,67.89,Expense
2020-12-07,Online Shop,Shopping,37.35,Expense
2023-10-27,Internet,Utilities,18.91,Expense
2023-10-21,Cinema,Entertainment,74.74,Expense
2020-09-18,Electricity Bill,Utilities,75.41,Expense
2021-02-08,Netflix,Entertainment,24.14,Expense
2023-04-08,Cinema,Entertainment,69.25,Expense
2022-01-24,Netflix,Entertainment,34.61,Expense
2022-04-08,Online Shop,Shopping,11.8,Expense
2024-01-28,Netflix,Entertainment,83.53,Expense
2023-06-04,Internet,Utilities,86.17,Expense
2022-09-15,Online Shop,Shopping,20.46,Expense
2021-12-31,Electricity Bill,Utilities,33.54,Expense
2022-08-11,Clothes,Shopping,73.65,Expense
2024-05-28,Clothes,Shopping,11.32,Expense
2024-02-06,Cinema,Entertainment,9.25,Expense
2022-12-12,McDonalds,Food & Drink,37.08,Expense
2021-12-30,Clothes,Shopping,26.28,Expense
2021-07-13,Cinema,Entertainment,12.71,Expense
2021-04-14,Clothes,Shopping,45.13,Expense
2024-01-27,Online Shop,Shopping,56.19,Expense
2023-09-25,Electricity Bill,Utilities,44.89,Expense
2021-06-03,Cinema,Entertainment,38.63,Expense
2023-12-16,Cinema,Entertainment,130.02,Expense
2022-06-08,Starbucks,Food & Drink,13.9,Expense
2024-03-26,Clothes,Shopping,46.04,Expense
2022-04-22,Netflix,Entertainment,68.77,Expense
2020-03-16,Electricity Bill,Utilities,21.68,Expense
2024-01-04,Clothes,Shopping,22.94,Expense
2020-06-12,Electricity Bill,Utilities,19.61,Expense
2023-02-22,Internet,Utilities,38.4,Expense
2023-10-28,Online Shop,Shopping,108.01,Expense
2024-10-21,Clothes,Shopping,10.88,Expense
2022-07-17,Internet,Utilities,135.69,Expense
2023-12-17,Cinema,Entertainment,22.88,Expense
2020-07-05,Cinema,Entertainment,138.5,Expense
2023-04-08,Electricity Bill,Utilities,63.54,Expense
2022-05-14,McDonalds,Food & Drink,118.51,Expense
2021-11-13,Netflix,Entertainment,93.02,Expense
2022-06-27,Cinema,Entertainment,68.73,Expense
2022-04-24,Electricity Bill,Utilities,27.71,Expense
2021-08-21,Cinema,Entertainment,125.65,Expense
2022-12-17,Clothes,Shopping,133.44,Expense
2023-11-04,Starbucks,Food & Drink,27.37,Expense
2021-02-23,Clothes,Shopping,49.4,Expense
2022-08-13,Netflix,Entertainment,55.43,Expense
2022-05-06,Cinema,Entertainment,61.09,Expense
2022-05-28,KFC,Food & Drink,140.1,Expense
2021-11-23,Electricity Bill,Utilities,23.46,Expense
2023-01-31,Internet,Utilities,46.27,Expense
2023-10-31,McDonalds,Food & Drink,58.91,Expense
2022-03-18,McDonalds,Food & Drink,20.64,Expense
2021-01-15,Electricity Bill,Utilities,58.66,Expense
2024-09-27,Cinema,Entertainment,13.75,Expense
2021-12-25,Starbucks,Food & Drink,38.11,Expense
2024-03-25,McDonalds,Food & Drink,36.39,Expense
2024-11-15,Internet,Utilities,65.6,Expense
2022-06-04,Starbucks,Food & Drink,126.42,Expense
2022-10-26,Electricity Bill,Utilities,58.03,Expense
2023-06-25,Netflix,Entertainment,144.0,Expense
2024-11-14,Electricity Bill,Utilities,74.12,Expense
2020-08-16,Cinema,Entertainment,51.82,Expense
2020-02-23,Internet,Utilities,72.8,Expense
2021-02-24,Electricity Bill,Utilities,73.64,Expense
2022-09-22,Internet,Utilities,7.36,Expense
2021-11-17,Electricity Bill,Utilities,50.75,Expense
2023-08-15,Clothes,Shopping,60.59,Expense
2021-06-14,Electricity Bill,Utilities,67.89,Expense
2020-07-29,Cinema,Entertainment,14.15,Expense
2022-12-20,Cinema,Entertainment,29.97,Expense
2022-11-14,Internet,Utilities,18.26,Expense
2021-09-20,Cinema,Entertainment,15.83,Expense
2024-08-25,Cinema,Entertainment,96.5,Expense
2023-06-24,Clothes,Shopping,27.97,Expense
2020-03-05,Clothes,Shopping,63.2,Expense
2023-06-30,Electricity Bill,Utilities,36.66,Expense
2024-01-10,Cinema,Entertainment,47.0,Expense
2023-05-03,Cinema,Entertainment,13.37,Expense
2023-10-09,Electricity Bill,Utilities,58.1,Expense
2020-08-19,Clothes,Shopping,27.15,Expense
2022-10-13,Internet,Utilities,17.84,Expense
2024-01-31,Cinema,Entertainment,19.86,Expense
2024-05-04,Cinema,Entertainment,27.28,Expense
2024-03-28,KFC,Food & Drink,75.07,Expense
2021-12-13,Netflix,Entertainment,21.02,Expense
2022-09-29,Cinema,Entertainment,31.02,Expense
2024-03-15,Online Shop,Shopping,61.42,Expense
2022-05-13,Online Shop,Shopping,63.36,Expense
2023-04-05,Internet,Utilities,12.66,Expense
2021-07-08,Clothes,Shopping,48.84,Expense
2023-08-23,McDonalds,Food & Drink,13.15,Expense
2024-03-12,Cinema,Entertainment,46.73,Expense
2020-05-31,Online Shop,Shopping,144.55,Expense
2023-11-17,Clothes,Shopping,65.66,Expense
2021-11-30,Online Shop,Shopping,47.06,Expense
2020-04-15,Online Shop,Shopping,8.72,Expense
2022-08-08,KFC,Food & Drink,36.06,Expense
2022-04-11,Clothes,Shopping,59.31,Expense
2020-02-29,Clothes,Shopping,111.4,Expense
2023-04-23,Online Shop,Shopping,109.71,Expense
2022-10-15,McDonalds,Food & Drink,61.26,Expense
2024-02-11,Online Shop,Shopping,35.65,Expense
2021-04-24,Starbucks,Food & Drink,137.79,Expense
2022-02-20,Online Shop,Shopping,125.85,Expense
2023-12-20,Starbucks,Food & Drink,25.38,Expense
2020-02-18,McDonalds,Food & Drink,20.94,Expense
2020-07-07,Online Shop,Shopping,18.86,Expense
2023-09-29,KFC,Food & Drink,32.56,Expense
2021-06-30,Starbucks,Food & Drink,74.06,Expense
2021-04-28,Online Shop,Shopping,62.33,Expense
2021-05-16,Netflix,Entertainment,48.84,Expense
2023-07-13,McDonalds,Food & Drink,66.02,Expense
2024-02-25,Online Shop,Shopping,112.77,Expense
2022-04-06,Online Shop,Shopping,76.3,Expense
2021-06-27,Electricity Bill,Utilities,123.66,Expense
2021-03-14,McDonalds,Food & Drink,119.63,Expense
2020-12-31,Netflix,Entertainment,10.61,Expense
2021-07-07,KFC,Food & Drink,50.05,Expense
2024-10-29,Internet,Utilities,34.93,Expense
2022-02-24,Clothes,Shopping,15.49,Expense
2022-01-30,McDonalds,Food & Drink,83.92,Expense
2024-08-27,Electricity Bill,Utilities,65.23,Expense
2020-11-21,Netflix,Entertainment,67.08,Expense
2023-07-27,Electricity Bill,Utilities,13.62,Expense
2024-11-29,Online Shop,Shopping,64.29,Expense
2023-02-19,Internet,Utilities,63.98,Expense
2022-05-22,Online Shop,Shopping,73.19,Expense
2021-04-24,Clothes,Shopping,44.92,Expense
2020-05-16,Cinema,Entertainment,53.96,Expense
2023-12-22,Clothes,Shopping,14.3,Expense
2023-07-24,Cinema,Entertainment,8.46,Expense
2023-12-22,Internet,Utilities,75.03,Expense
2024-05-28,KFC,Food & Drink,24.04,Expense
2024-04-10,Internet,Utilities,11.2,Expense
2023-03-05,Electricity Bill,Utilities,79.28,Expense
2024-03-05,Electricity Bill,Utilities,66.11,Expense
2024-08-16,Internet,Utilities,56.67,Expense
2020-09-16,Electricity Bill,Utilities,54.48,Expense
2020-08-22,Netflix,Entertainment,64.66,Expense
2021-03-05,KFC,Food & Drink,70.97,Expense
2024-04-04,Electricity Bill,Utilities,47.89,Expense
2020-04-26,Starbucks,Food & Drink,50.35,Expense
2021-06-17,Clothes,Shopping,75.52,Expense
2020-11-05,Cinema,Entertainment,51.67,Expense
2022-06-06,Electricity Bill,Utilities,48.22,Expense
2022-09-24,KFC,Food & Drink,83.07,Expense
2023-05-31,McDonalds,Food & Drink,39.39,Expense
2021-09-08,Internet,Utilities,79.67,Expense
2023-01-03,Cinema,Entertainment,41.22,Expense
2022-02-26,Online Shop,Shopping,20.86,Expense
2021-10-23,McDonalds,Food & Drink,121.14,Expense
2021-11-26,Electricity Bill,Utilities,71.74,Expense
2020-03-14,Clothes,Shopping,113.15,Expense
2020-12-11,Online Shop,Shopping,15.56,Expense
2021-08-04,Starbucks,Food & Drink,70.51,Expense
2023-09-05,Cinema,Entertainment,75.51,Expense
2021-12-26,Clothes,Shopping,67.89,Expense
2022-09-07,Internet,Utilities,61.42,Expense
2022-07-08,Netflix,Entertainment,65.33,Expense
2022-01-23,Cinema,Entertainment,26.71,Expense
2022-10-07,Electricity Bill,Utilities,28.81,Expense
2023-07-04,Cinema,Entertainment,46.37,Expense
2023-06-18,Netflix,Entertainment,93.86,Expense
2024-09-20,Netflix,Entertainment,68.72,Expense
2020-07-28,Netflix,Entertainment,20.33,Expense
2020-03-11,Cinema,Entertainment,16.41,Expense
2021-10-28,KFC,Food & Drink,28.36,Expense
2021-07-26,Clothes,Shopping,42.76,Expense
2022-12-14,KFC,Food & Drink,7.11,Expense
2023-01-02,KFC,Food & Drink,11.97,Expense
2021-12-28,Electricity Bill,Utilities,22.93,Expense
2022-10-07,Online Shop,Shopping,18.39,Expense
2023-05-14,Internet,Utilities,127.3,Expense
2021-01-25,McDonalds,Food & Drink,56.9,Expense
2023-01-18,Internet,Utilities,70.74,Expense
2020-07-18,KFC,Food & Drink,117.5,Expense
2022-03-10,Clothes,Shopping,40.89,Expense
2021-04-25,Internet,Utilities,45.61,Expense
2021-09-23,Cinema,Entertainment,74.5,Expense
2021-05-05,Cinema,Entertainment,37.9,Expense
2021-09-28,Online Shop,Shopping,8.84,Expense
2022-08-08,Netflix,Entertainment,68.27,Expense
2023-04-15,Netflix,Entertainment,138.29,Expense
2023-11-02,Cinema,Entertainment,5.22,Expense
2020-01-12,Clothes,Shopping,143.63,Expense
2022-06-23,Cinema,Entertainment,50.84,Expense
2022-07-05,Netflix,Entertainment,59.07,Expense
2023-06-02,Clothes,Shopping,26.38,Expense
2020-09-26,Netflix,Entertainment,55.81,Expense
2022-05-12,KFC,Food & Drink,57.55,Expense
2021-06-17,Netflix,Entertainment,66.11,Expense
2020-04-20,Online Shop,Shopping,35.65,Expense
2023-04-04,McDonalds,Food & Drink,39.86,Expense
2023-09-17,Online Shop,Shopping,138.29,Expense
2024-10-09,Electricity Bill,Utilities,68.81,Expense
2024-05-26,Online Shop,Shopping,75.22,Expense
2022-09-11,Electricity Bill,Utilities,50.8,Expense
2024-10-12,KFC,Food & Drink,36.39,Expense
2024-11-14,Starbucks,Food & Drink,35.81,Expense
2022-06-07,Netflix,Entertainment,72.18,Expense
2020-10-19,Internet,Utilities,21.17,Expense
2020-05-12,Clothes,Shopping,39.12,Expense
2023-11-05,Internet,Utilities,91.79,Expense
2021-04-24,Internet,Utilities,96.96,Expense
2021-06-19,Online Shop,Shopping,86.77,Expense
2023-03-15,Netflix,Entertainment,9.22,Expense
2024-07-18,KFC,Food & Drink,79.65,Expense
2023-09-25,Online Shop,Shopping,73.21,Expense
2021-01-22,Electricity Bill,Utilities,59.75,Expense
2024-10-22,KFC,Food & Drink,11.42,Expense
2020-01-08,Clothes,Shopping,75.07,Expense
2020-07-06,Cinema,Entertainment,18.51,Expense
2022-04-07,Cinema,Entertainment,34.2,Expense
2021-07-26,Online Shop,Shopping,72.51,Expense
2023-08-25,Electricity Bill,Utilities,76.34,Expense
2024-12-14,KFC,Food & Drink,46.63,Expense
2020-12-11,Internet,Utilities,9.1,Expense
2023-12-25,Internet,Utilities,10.96,Expense
2020-03-11,KFC,Food & Drink,34.94,Expense
2021-01-31,KFC,Food & Drink,26.9,Expense
2020-07-15,Cinema,Entertainment,62.44,Expense
2022-09-06,Starbucks,Food & Drink,20.28,Expense
2023-12-03,KFC,Food & Drink,92.47,Expense
2024-03-18,Starbucks,Food & Drink,61.81,Expense
2022-11-23,Internet,Utilities,55.53,Expense
2022-03-04,McDonalds,Food & Drink,69.0,Expense
2024-07-31,Starbucks,Food & Drink,66.35,Expense
2024-11-05,Netflix,Entertainment,54.35,Expense
2020-12-30,Netflix,Entertainment,16.85,Expense
2023-06-06,Electricity Bill,Utilities,19.38,Expense
2023-03-28,Online Shop,Shopping,61.39,Expense
2024-07-06,Clothes,Shopping,44.04,Expense
2020-10-20,Netflix,Entertainment,54.46,Expense
2023-11-05,Internet,Utilities,77.31,Expense
2022-01-14,Electricity Bill,Utilities,63.86,Expense
2022-06-26,Internet,Utilities,55.53,Expense
2023-12-13,Online Shop,Shopping,35.85,Expense
2024-07-10,Cinema,Entertainment,23.9,Expense
2022-05-02,Online Shop,Shopping,56.93,Expense
2020-04-04,McDonalds,Food & Drink,136.36,Expense
2020-10-05,Electricity Bill,Utilities,42.73,Expense
2023-01-04,Internet,Utilities,58.73,Expense
2022-10-12,Clothes,Shopping,31.72,Expense
2020-01-08,Clothes,Shopping,25.41,Expense
2023-07-02,Netflix,Entertainment,117.3,Expense
2022-05-17,KFC,Food & Drink,59.73,Expense
2024-01-24,McDonalds,Food & Drink,73.53,Expense
2024-07-28,Clothes,Shopping,69.75,Expense
2024-09-10,Electricity Bill,Utilities,51.46,Expense
2024-06-26,Starbucks,Food & Drink,33.37,Expense
2023-06-17,KFC,Food & Drink,138.6,Expense
2023-07-09,Internet,Utilities,93.32,Expense
2024-01-09,Online Shop,Shopping,24.91,Expense
2022-07-25,Clothes,Shopping,62.81,Expense
2024-12-20,Cinema,Entertainment,36.53,Expense
2023-10-27,McDonalds,Food & Drink,8.32,Expense
2022-05-17,Cinema,Entertainment,52.2,Expense
2022-02-18,Online Shop,Shopping,21.44,Expense
2024-06-30,Cinema,Entertainment,116.29,Expense
2021-07-24,McDonalds,Food & Drink,28.17,Expense
2022-10-06,Netflix,Entertainment,47.06,Expense
2021-05-24,Clothes,Shopping,16.36,Expense
2023-12-20,Cinema,Entertainment,11.41,Expense
2024-11-04,Starbucks,Food & Drink,27.96,Expense
2020-05-09,Netflix,Entertainment,43.12,Expense
2022-01-07,Online Shop,Shopping,43.14,Expense
2020-01-20,Clothes,Shopping,71.83,Expense
2021-10-12,Netflix,Entertainment,51.91,Expense
2023-05-17,Internet,Utilities,15.83,Expense
2022-11-25,Online Shop,Shopping,34.2,Expense
2021-12-30,Electricity Bill,Utilities,19.88,Expense
2021-09-11,Cinema,Entertainment,85.3,Expense
2020-06-02,Clothes,Shopping,54.05,Expense
2020-05-23,Internet,Utilities,45.48,Expense
2024-01-02,Online Shop,Shopping,30.18,Expense
2023-01-19,Online Shop,Shopping,8.67,Expense
2023-03-03,Internet,Utilities,70.74,Expense
2021-02-25,Starbucks,Food & Drink,44.29,Expense
2020-12-06,Starbucks,Food & Drink,86.0,Expense
2022-02-09,McDonalds,Food & Drink,73.14,Expense
2022-06-07,Electricity Bill,Utilities,32.11,Expense
2021-07-20,Electricity Bill,Utilities,40.27,Expense
2022-11-08,Clothes,Shopping,72.7,Expense
2023-11-15,Cinema,Entertainment,65.57,Expense
2021-11-18,Electricity Bill,Utilities,5.58,Expense
2022-01-07,Internet,Utilities,30.02,Expense
2022-08-23,Starbucks,Food & Drink,34.62,Expense
2022-12-28,KFC,Food & Drink,31.68,Expense
2022-06-25,Clothes,Shopping,51.79,Expense
2023-06-11,McDonalds,Food & Drink,98.36,Expense
2023-10-02,Clothes,Shopping,49.2,Expense
2020-05-16,KFC,Food & Drink,36.04,Expense
2024-08-25,Cinema,Entertainment,54.84,Expense
2023-12-08,McDonalds,Food & Drink,34.61,Expense
2024-10-14,KFC,Food & Drink,34.18,Expense
2024-01-19,KFC,Food & Drink,70.67,Expense
2020-01-03,Electricity Bill,Utilities,16.77,Expense
2024-01-28,Online Shop,Shopping,135.7,Expense
2022-08-05,Online Shop,Shopping,22.26,Expense
2023-01-02,Netflix,Entertainment,19.77,Expense
2020-04-04,Cinema,Entertainment,112.96,Expense
2020-09-09,Electricity Bill,Utilities,16.52,Expense
2024-02-27,Online Shop,Shopping,70.37,Expense
2020-08-31,KFC,Food & Drink,25.18,Expense
2020-12-30,Netflix,Entertainment,60.66,Expense
2024-06-18,KFC,Food & Drink,74.06,Expense
2020-12-30,Internet,Utilities,49.03,Expense
2020-04-16,KFC,Food & Drink,77.89,Expense
2020-05-18,Online Shop,Shopping,65.46,Expense
2021-11-07,Online Shop,Shopping,45.47,Expense
2022-02-17,Netflix,Entertainment,20.63,Expense
2023-11-03,Online Shop,Shopping,25.78,Expense
2024-12-17,Electricity Bill,Utilities,28.05,Expense
2020-09-14,Internet,Utilities,44.08,Expense
2024-07-31,Netflix,Entertainment,44.2,Expense
2023-05-18,Internet,Utilities,11.6,Expense
2024-08-07,Online Shop,Shopping,24.5,Expense
2024-01-24,McDonalds,Food & Drink,56.93,Expense
2024-10-24,Netflix,Entertainment,33.69,Expense
2021-03-10,Cinema,Entertainment,47.88,Expense
2023-10-19,McDonalds,Food & Drink,44.52,Expense
2021-05-09,Internet,Utilities,74.22,Expense
2024-02-06,Internet,Utilities,14.92,Expense
2022-05-26,Clothes,Shopping,22.51,Expense
2022-02-28,Internet,Utilities,50.0,Expense
2021-05-04,Netflix,Entertainment,42.01,Expense
2021-12-23,Online Shop,Shopping,76.92,Expense
2023-07-14,Online Shop,Shopping,60.94,Expense
2024-02-09,KFC,Food & Drink,14.75,Expense
2020-06-27,Starbucks,Food & Drink,102.49,Expense
2024-08-09,Online Shop,Shopping,41.13,Expense
2023-06-08,Online Shop,Shopping,38.05,Expense
2020-01-23,Internet,Utilities,15.28,Expense
2021-06-17,Starbucks,Food & Drink,38.48,Expense
2023-11-29,Electricity Bill,Utilities,47.98,Expense
2022-03-30,Cinema,Entertainment,16.52,Expense
2022-05-25,Online Shop,Shopping,18.57,Expense
2021-04-26,McDonalds,Food & Drink,68.51,Expense
2020-09-29,KFC,Food & Drink,48.81,Expense
2020-07-14,Internet,Utilities,29.57,Expense
2024-02-05,Internet,Utilities,56.74,Expense
2023-07-16,Cinema,Entertainment,42.7,Expense
2023-03-21,KFC,Food & Drink,55.02,Expense
2022-10-05,Netflix,Entertainment,19.66,Expense
2022-07-06,Online Shop,Shopping,60.75,Expense
2023-06-20,KFC,Food & Drink,22.48,Expense
2021-06-21,Internet,Utilities,38.34,Expense
2020-01-14,Electricity Bill,Utilities,13.93,Expense
2022-06-12,Internet,Utilities,112.9,Expense
2023-03-24,McDonalds,Food & Drink,8.7,Expense
2022-10-16,Electricity Bill,Utilities,120.63,Expense
2022-02-27,Clothes,Shopping,78.57,Expense
2022-01-04,Netflix,Entertainment,47.6,Expense
2020-02-16,Cinema,Entertainment,112.6,Expense
2023-11-23,Cinema,Entertainment,27.54,Expense
2022-09-11,Cinema,Entertainment,112.84,Expense
2022-08-11,Internet,Utilities,14.05,Expense
2023-02-19,McDonalds,Food & Drink,130.03,Expense
2021-09-18,Electricity Bill,Utilities,74.17,Expense
2021-12-30,Starbucks,Food & Drink,52.16,Expense
2021-12-05,Starbucks,Food & Drink,74.76,Expense
2022-10-30,Internet,Utilities,133.38,Expense
2023-04-06,Netflix,Entertainment,6.01,Expense
2024-05-31,Clothes,Shopping,18.31,Expense
2024-02-18,Starbucks,Food & Drink,79.21,Expense
2021-01-22,McDonalds,Food & Drink,60.21,Expense
2021-05-15,Netflix,Entertainment,39.28,Expense
2021-08-28,Netflix,Entertainment,93.86,Expense
2023-06-08,Internet,Utilities,74.3,Expense
2020-02-09,Clothes,Shopping,77.47,Expense
2023-12-26,Netflix,Entertainment,68.43,Expense
2024-09-15,Netflix,Entertainment,81.3,Expense
2024-05-12,McDonalds,Food & Drink,86.42,Expense
2022-01-17,Online Shop,Shopping,38.58,Expense
2024-04-24,McDonalds,Food & Drink,43.53,Expense
2021-02-10,Starbucks,Food & Drink,42.22,Expense
